CustomerID,Age,MonthlySpending,CallsMade,DataUsageGB,LastPurchaseDays,Gender_Male,Region_Urban,Recency,Frequency,Monetary,Cluster
1,21,323.99,162,-0.4951762420274232,25,False,False,-1.1041658236006342,-0.17204844366445027,-1.1985665743816831,2
2,23,987.82,204,0.03199191200375827,19,True,False,-0.4070547654006232,0.4077644888386922,1.6733195526414035,1
3,18,851.54,285,-1.656053095655143,14,False,True,0.17387111643271932,1.5259751443804674,1.083739929257847,1
4,75,361.45,161,1.1527431056133561,27,False,False,-1.3365361763339711,-0.18585351348595397,-1.0365057239858215,2
5,79,739.96,115,1.547081488550067,11,True,True,0.5224266455327249,-0.82088672527511,0.6010183679345625,1
6,21,340.02,228,0.7155117757607228,19,False,True,-0.4070547654006232,0.7390861645547737,-1.129216989975766,2
7,55,664.15,113,-1.624229296330426,9,True,False,0.7547969982660618,-0.8484968649181169,0.27304631591880496,0
8,62,333.69,99,0.3875882783712481,8,False,True,0.8709821746327304,-1.0417678424191645,-1.156602072277042,0
9,41,876.78,283,-0.6888863248735266,19,True,True,-0.4070547654006232,1.4983650047374608,1.1929341594765213,1
10,80,698.83,67,0.8123668171837749,21,False,True,-0.6394251181339602,-1.4835300767072732,0.4230802265362233,1
11,46,520.54,119,0.17312354379163353,8,False,True,0.8709821746327304,-0.7656664459890965,-0.34824462709640297,0
12,66,427.41,231,0.959033022767253,13,True,True,0.2900562927993878,0.7805013740192841,-0.7511471096742616,0
13,20,414.03,290,1.6204145913418062,11,False,True,0.5224266455327249,1.5950004934879842,-0.8090321651546843,0
14,35,264.08,66,0.8483415468551938,27,True,True,-1.3365361763339711,-1.4973351465287765,-1.4577514528444722,2
15,65,583.47,65,-1.5882545666590067,28,True,True,-1.4527213527006397,-1.51114021635028,-0.07599451189588025,2
16,45,714.78,178,-0.7815904359498761,24,True,False,-0.9879806472339657,0.048832673479604044,0.49208371195571027,2
17,29,321.26,175,1.6024272265060961,1,True,False,1.6842784091994099,0.00741746401509363,-1.210377202293608,0
18,71,365.79,71,1.2246925649561946,8,True,False,0.8709821746327304,-1.4283097974212595,-1.0177298539719923,0
19,54,219.46,91,-1.6726568170419516,14,False,True,0.17387111643271932,-1.1522084009911917,-1.6507881625258212,0
20,35,317.62,211,1.1056992283507312,6,True,True,1.1033525273660674,0.5043999775892161,-1.2261247061761744,0
21,28,720.16,50,0.06935028512407815,1,True,True,1.6842784091994099,-1.7182162636728309,0.5153588687931298,0
22,73,923.2,290,1.2094724870182865,28,True,False,-1.4527213527006397,1.5950004934879842,1.3937580963525467,1
23,51,845.95,101,-0.908885633248744,6,False,True,1.1033525273660674,-1.0141577027761577,1.0595562625810488,1
24,63,716.77,289,-1.2174381223536088,10,True,True,0.6386118218993934,1.581195423666481,0.5006929242431574,1
25,54,418.81,191,1.6799112596445378,17,True,False,-0.17468441266728618,0.22829858115914795,-0.7883527507154899,2
26,34,651.4,208,-0.9268729980844538,3,False,False,1.451908056466073,0.46298476812470596,0.2178867899565189,0
27,33,703.52,204,0.0029353995768426383,27,True,True,-1.3365361763339711,0.4077644888386922,0.4433702796156836,2
28,32,384.62,61,0.18280904793393876,3,True,False,1.451908056466073,-1.5663604956362935,-0.9362668050410241,0
29,70,619.66,294,0.3308588969663178,19,False,False,-0.4070547654006232,1.6502207727739984,0.08057201709040439,2
30,66,543.48,56,0.5785310743195499,11,True,True,0.5224266455327249,-1.6353858447438105,-0.2490007427375916,0
31,35,488.84,142,0.9327437972381388,11,True,True,0.5224266455327249,-0.44814984009451836,-0.4853863504693024,0
32,23,910.78,208,-0.7553012104207621,8,False,True,0.8709821746327304,0.46298476812470596,1.3400262287092841,1
33,53,470.62,117,0.7750084440634545,16,False,True,-0.05849923630061768,-0.7932765856321033,-0.5642103946287417,2
34,31,459.12,76,0.689222550231609,29,False,True,-1.5689065290673083,-1.3592844483137427,-0.6139621239280585,2
35,54,609.74,99,-1.3101422334299584,7,False,True,0.9871673509993989,-1.0417678424191645,0.03765574277308083,0
36,41,332.58,181,-1.289387581696447,1,True,False,1.6842784091994099,0.0902478829441141,-1.1614041957137589,0
37,75,626.34,172,-1.0555518388322225,25,False,False,-1.1041658236006342,-0.03399774544941642,0.10947128245731219,2
38,21,586.36,247,0.6975244109250134,1,False,False,1.6842784091994099,1.001382491163338,-0.06349168601109546,0
39,55,855.23,134,-0.7359302021361517,26,False,True,-1.2203509999673028,-0.5585903986665455,1.0997037450069322,1
40,75,946.62,68,-1.3184440941233628,30,True,True,-1.6850917054339767,-1.46972500688577,1.4950785746299378,1
41,67,620.68,116,-0.7041064028114347,14,True,True,0.17387111643271932,-0.8070816554536067,0.0849847791673872,1
42,28,705.47,68,0.06796664167517719,5,False,False,1.219537703732736,-1.46972500688577,0.45180644240991574,0
43,55,649.21,229,-1.0057406746717956,24,True,False,-0.9879806472339657,0.7528912343762774,0.20841233020299707,2
44,70,283.68,257,1.0877118635150216,15,True,False,0.05768594006605083,1.1394331893783722,-1.3729572011691147,0
45,24,740.47,228,-1.512154176969466,7,False,True,0.9871673509993989,0.7390861645547737,0.6032247489730539,1
46,78,303.86,174,0.5591600660349395,9,True,True,0.7547969982660618,-0.006387605806409719,-1.2856537318421395,0
47,29,643.67,162,-0.5062453896186291,8,True,True,0.8709821746327304,-0.17204844366445027,0.18444497539271715,0
48,68,609.9,281,-1.264481999616234,25,True,True,-1.1041658236006342,1.470754865094454,0.03834794074594075,2
49,50,824.8,104,-0.11882522392642221,5,True,True,1.219537703732736,-0.9727424933116474,0.9680563430436092,1
50,59,790.77,62,-1.4927831686848556,9,False,True,0.7547969982660618,-1.55255542581479,0.8208344866909352,1
51,31,993.56,227,-1.4263682831376203,1,True,True,1.6842784091994099,0.7252810947332703,1.6981521549177578,1
52,48,808.84,168,-0.6307733000196957,5,True,False,1.219537703732736,-0.08921802473543018,0.8990095952508185,1
53,39,226.58,78,-0.06347948597039287,27,True,True,-1.3365361763339711,-1.3316743086707357,-1.6199853527335484,2
54,25,848.65,109,-1.268632929962936,10,True,True,0.6386118218993934,-0.9037171442041305,1.071237103373062,1
55,59,870.76,119,1.3049438849924377,10,False,True,0.6386118218993934,-0.7656664459890965,1.1668902107476617,1
56,37,934.0,163,0.7265809233519289,29,False,False,-1.5689065290673083,-0.15824337384294693,1.4404814595206006,1
57,38,349.03,197,-0.7691376449097694,7,False,False,0.9871673509993989,0.3111290000881684,-1.0902375916290838,0
58,24,586.77,273,-0.4259940695823863,22,True,False,-0.7556102945006287,1.3603143065224266,-0.061717928705641696,2
59,61,489.15,145,-1.5661162714765948,20,False,False,-0.5232399417672917,-0.4067346306300083,-0.484045216896886,2
60,26,467.27,190,1.2675855118721178,22,False,True,-0.7556102945006287,0.21449351133764458,-0.5787032896854992,2
61,42,608.53,117,1.174881400795768,21,False,False,-0.6394251181339602,-0.7932765856321033,0.032420995603326466,2
62,55,258.14,282,1.161044966306761,30,True,False,-1.6850917054339767,1.4845599349159575,-1.4834493025869018,2
63,43,895.03,197,0.9701021703584587,19,True,True,-0.4070547654006232,0.3111290000881684,1.271887990755872,1
64,31,698.11,126,1.2966420242990333,6,True,True,1.1033525273660674,-0.6690309572385726,0.4199653356583529,0
65,21,916.58,187,1.0088441869276794,8,True,True,0.8709821746327304,0.17307830187313455,1.3651184052254617,1
66,41,399.6,105,-0.5823457793081698,27,False,True,-1.3365361763339711,-0.9589374234901441,-0.8714597698320008,2
67,44,577.52,248,-0.3941702702576692,9,True,True,0.7547969982660618,1.0151875609848422,-0.10173562401161393,0
68,19,556.27,193,-1.0403317608943141,5,True,True,1.219537703732736,0.255908720802155,-0.1936681672820907,0
69,70,598.19,162,0.8455742599573924,27,False,False,-1.3365361763339711,-0.17204844366445027,-0.012312298392754576,2
70,29,865.63,57,1.4225535781490006,22,False,True,-0.7556102945006287,-1.6215807749223072,1.144696613242836,1
71,78,350.48,150,0.5674619267283437,8,True,True,0.8709821746327304,-0.3377092815224912,-1.0839645475000395,0
72,25,339.53,220,-0.9268729980844538,4,False,True,1.3357228800994043,0.6286456059827465,-1.1313368462676499,0
73,49,975.26,63,-1.0444826912410166,22,True,False,-0.7556102945006287,-1.5387503559932867,1.6189820117718885,1
74,53,512.2,126,0.292116880397097,29,False,True,-1.5689065290673083,-0.6690309572385726,-0.3843254464317333,2
